-0.07,-0.06,-9.68,-0.2,0.3,-1,0,0,0
-0.02,-0.03,-9.67,-0.1,0.2,-1.2,0,0,0
-0.04,-0.05,-9.66,-0.1,0.1,-1.3,0,0,0
-0.08,-0.02,-9.66,0.1,0.1,-1.6,0,0,0
-0.08,-0.02,-9.66,0.1,0.1,-1.6,0,0,0
-0.03,-0.08,-9.66,0.1,0,-1.6,0,0,0
-0.07,-0.03,-9.66,0.1,-0.1,-1.9,0,0,0
-0.05,-0.04,-9.6,0.2,-0.2,-1.9,0,0,0
-0.04,-0.05,-9.65,0.3,-0.1,-2,0,0,0
-0.03,-0.07,-9.71,0.4,-0.2,-2,0,0,0
-0.03,-0.07,-9.71,0.4,-0.2,-2,0,0,0
-0.04,-0.05,-9.66,0.4,-0.4,-1.8,0,0,0
-0.07,-0.04,-9.67,0.5,-0.3,-1.9,0,0,0
-0.06,-0.06,-9.72,0.5,-0.2,-1.8,0,0,0
-0.06,-0.07,-9.67,0.5,-0.2,-1.6,0,0,0
-0.08,-0.04,-9.71,0.5,-0.1,-1.8,0,0,0
-0.04,-0.09,-9.68,0.5,-0.2,-2,0,0,0
-0.04,-0.09,-9.68,0.5,-0.2,-2,0,0,0
-0.05,-0.04,-9.66,0.7,-0.3,-2.1,0,0,0
-0.04,-0.07,-9.7,0.5,-0.2,-2,0,0,0
-0.04,-0.03,-9.62,0.4,-0.4,-2.2,0,0,0
-0.11,-0.08,-9.6,0.5,-0.3,-2.3,0,0,0
-0.09,-0.05,-9.65,0.5,-0.4,-2.5,0,0,0
-0.06,-0.09,-9.63,0.4,-0.2,-2.6,0,0,0
-0.06,-0.09,-9.63,0.4,-0.2,-2.6,0,0,0
-0.06,-0.08,-9.7,0.4,-0.4,-2.9,0,0,0
-0.04,-0.09,-9.64,0.5,-0.2,-3.1,0,0,0
-0.11,-0.06,-9.7,0.3,-0.3,-3.2,0,0,0
-0.1,-0.07,-9.63,0.2,-0.2,-3.2,0,0,0
-0.07,-0.07,-9.65,0.4,-0.2,-3.4,0,0,0
-0.08,-0.05,-9.56,0.3,0,-3.4,0,0,0
-0.08,-0.05,-9.56,0.3,0,-3.4,0,0,0
-0.06,-0.09,-9.63,0.4,-0.1,-3.4,0,0,0
-0.06,-0.1,-9.62,0.3,-0.1,-3.4,0,0,0
-0.06,-0.03,-9.66,0.2,-0.1,-3.2,0,0,0
-0.07,-0.04,-9.63,0.2,-0.2,-3.2,0,0,0
-0.06,-0.08,-9.61,0.1,0.2,-2.2,0,0,0
-0.04,-0.06,-9.63,0.2,0.2,-2.1,0,0,0
-0.07,-0.05,-9.65,0,0.1,-2,0,0,0
-0.07,-0.05,-9.61,-0.2,0.1,-2.3,0,0,0
-0.08,-0.05,-9.62,-0.2,0.3,-2.3,0,0,0
-0.06,-0.07,-9.67,-0.2,0.1,-2.4,0,0,0
-0.04,-0.08,-9.69,-0.1,0.1,-2.3,0,0,0
-0.05,-0.01,-9.65,0,0.1,-2.3,0,0,0
-0.04,-0.09,-9.6,0.1,0.1,-2.2,0,0,0
-0.06,-0.05,-9.67,0.3,0.1,-2.1,0,0,0
-0.06,-0.05,-9.67,0.3,0.1,-2.1,0,0,0
-0.04,-0.05,-9.67,0.2,0,-2,0,0,0
-0.05,-0.06,-9.71,0.2,0.1,-1.8,0,0,0
-0.04,-0.05,-9.73,0.2,-0.2,-1.7,0,0,0
-0.07,-0.06,-9.64,0.3,-0.2,-1.5,0,0,0
-0.02,-0.03,-9.66,0.3,-0.1,-1.3,0,0,0
-0.06,-0.05,-9.69,0.2,-0.2,-1,0,0,0
-0.06,-0.05,-9.69,0.2,-0.2,-1,0,0,0
-0.08,-0.07,-9.67,0.2,-0.2,-0.7,0,0,0
-0.05,-0.05,-9.71,0.4,-0.1,-0.6,0,0,0
-0.06,-0.07,-9.62,0.5,-0.1,-0.5,0,0,0
-0.01,-0.08,-9.67,0.5,-0.1,-0.4,0,0,0
-0.05,-0.08,-9.68,0.4,-0.2,-0.4,0,0,0
-0.05,-0.07,-9.65,0.5,-0.2,-0.3,0,0,0
-0.05,-0.07,-9.65,0.5,-0.2,-0.3,0,0,0
-0.05,-0.09,-9.66,0.4,-0.1,-0.3,0,0,0
-0.07,-0.08,-9.66,0.2,-0.2,-0.3,0,0,0
-0.05,-0.05,-9.64,0.2,-0.2,-0.4,0,0,0
-0.05,-0.08,-9.63,0.2,-0.2,-0.3,0,0,0
-0.08,-0.05,-9.7,0.2,-0.2,-0.4,0,0,0
-0.06,-0.05,-9.66,0.4,-0.1,0.2,0,0,0
-0.04,-0.08,-9.65,0.4,-0.1,0.4,0,0,0
-0.05,-0.07,-9.71,0.4,-0.2,0.4,0,0,0
-0.05,-0.08,-9.7,0.3,-0.2,0.8,0,0,0
-0.04,-0.04,-9.67,0.2,-0.1,1,0,0,0
-0.06,-0.07,-9.61,0.2,-0.2,1.3,0,0,0
-0.09,-0.11,-9.64,0.3,0,1.5,0,0,0
-0.05,-0.11,-9.66,0.1,0,1.5,0,0,0
-0.05,-0.05,-9.72,0.1,-0.1,1.8,0,0,0
-0.03,-0.08,-9.72,0.2,0.1,1.8,0,0,0
-0.1,-0.06,-9.68,0.2,0.1,1.7,0,0,0
-0.04,-0.05,-9.58,0.2,0.2,2,0,0,0
-0.06,-0.07,-9.66,0.2,0.1,2,0,0,0
-0.1,-0.07,-9.72,-0.2,0.1,2,0,0,0
-0.05,-0.07,-9.66,-0.1,0,1.8,0,0,0
-0.05,-0.05,-9.64,-0.2,0.1,1.8,0,0,0
-0.08,-0.06,-9.7,0.1,0.2,1.8,0,0,0
-0.04,-0.05,-9.72,-0.1,0.2,1.6,0,0,0
-0.04,-0.06,-9.65,-0.2,0.2,1.8,0,0,0
-0.04,-0.06,-9.65,-0.2,0.2,1.8,0,0,0
-0.03,-0.06,-9.68,-0.1,0.1,1.9,0,0,0
-0.05,-0.04,-9.63,0.1,0.1,1.8,0,0,0
-0.05,-0.03,-9.66,0.1,0.2,1.8,0,0,0
-0.05,-0.1,-9.7,0.1,0.1,1.9,0,0,0
-0.07,-0.05,-9.65,0.1,0.1,2,0,0,0
-0.06,-0.06,-9.72,0.2,0,2.2,0,0,0
-0.08,-0.06,-9.62,0.2,0.1,2.3,0,0,0
-0.05,-0.06,-9.63,0.2,-0.1,2.3,0,0,0
-0.05,-0.07,-9.63,0.2,-0.3,2.6,0,0,0
-0.07,-0.04,-9.67,0.3,-0.2,2.7,0,0,0
-0.07,-0.04,-9.67,0.3,-0.2,2.7,0,0,0
-0.05,-0.02,-9.65,0.3,-0.3,2.9,0,0,0
-0.05,-0.09,-9.63,0.4,-0.1,2.8,0,0,0
-0.07,-0.09,-9.69,0.5,-0.2,2.9,0,0,0
-0.05,-0.06,-9.69,0.4,-0.1,2.9,0,0,0
-0.04,-0.1,-9.74,0.4,-0.1,2.8,0,0,0
-0.01,-0.08,-9.69,0.2,-0.1,2.6,0,0,0
-0.09,-0.06,-9.66,0.1,-0.1,2.5,0,0,0
-0.02,-0.05,-9.68,0.2,-0.1,2.3,0,0,0
-0.06,-0.02,-9.65,0.2,0,2.1,0,0,0
-0.07,-0.08,-9.69,0.1,-0.1,2.1,0,0,0
-0.07,-0.08,-9.69,0.1,-0.1,2.1,0,0,0
-0.03,-0.1,-9.67,0.2,0.2,1.7,0,0,0
-0.05,-0.08,-9.68,0.1,0,1.9,0,0,0
-0.01,-0.07,-9.68,0.1,-0.1,1.8,0,0,0
-0.06,-0.09,-9.64,-0.1,-0.1,2,0,0,0
-0.03,-0.11,-9.68,0.1,0,2,0,0,0
-0.03,-0.11,-9.68,0.1,0,2,0,0,0
-0.1,-0.07,-9.66,-0.1,-0.1,2,0,0,0
-0.06,-0.06,-9.62,0.1,0,2.1,0,0,0
-0.1,-0.07,-9.71,0.1,0.1,1.8,0,0,0
-0.08,-0.09,-9.65,0.1,0.2,1.9,0,0,0
-0.05,-0.09,-9.61,0.1,0.2,1.8,0,0,0
-0.06,-0.05,-9.73,0,0.1,1.6,0,0,0
-0.06,-0.05,-9.73,0,0.1,1.6,0,0,0
-0.07,-0.08,-9.63,0,0.1,1.6,0,0,0
-0.07,-0.05,-9.63,-0.1,0.2,1.4,0,0,0
-0.01,-0.06,-9.69,-0.1,0.2,1.1,0,0,0
-0.05,-0.06,-9.67,-0.2,0.3,0.9,0,0,0
-0.05,-0.06,-9.67,-0.2,0.3,0.9,0,0,0
-0.06,-0.03,-9.63,-0.2,0.2,0.7,0,0,0
-0.06,-0.09,-9.69,-0.1,0.1,0.4,0,0,0
-0.03,-0.1,-9.66,-0.2,0.2,0.4,0,0,0
-0.06,-0.03,-9.61,-0.1,0.2,0.1,0,0,0
-0.08,-0.06,-9.68,-0.2,0.1,-0.1,0,0,0
-0.08,-0.06,-9.68,-0.2,0.1,-0.1,0,0,0
-0.1,-0.09,-9.69,0,0.1,0,0,0,0
-0.05,-0.03,-9.61,0.1,0.2,-0.1,0,0,0
-0.07,-0.06,-9.67,0,0.2,-0.1,0,0,0
-0.04,-0.03,-9.62,0.1,0.1,-0.2,0,0,0
-0.05,-0.03,-9.69,0.1,-0.1,-0.2,0,0,0
-0.06,-0.06,-9.63,0.5,0,-0.4,0,0,0
-0.05,-0.04,-9.65,0.5,-0.1,-0.4,0,0,0
-0.06,-0.05,-9.66,0.1,0.1,-2,0,0,0
-0.06,-0.05,-9.66,0.1,0.1,-2,0,0,0
-0.08,-0.08,-9.66,-0.4,0.1,-1.8,0,0,0
-0.09,-0.06,-9.61,-0.2,0.1,-1.9,0,0,0
-0.05,-0.04,-9.69,-0.1,0.2,-2.1,0,0,0
-0.06,-0.06,-9.71,-0.2,0.2,-2.2,0,0,0
-0.05,-0.05,-9.65,0,0,-2.3,0,0,0
-0.05,-0.05,-9.65,0,0,-2.3,0,0,0
-0.11,-0.05,-9.67,0,0.3,-2.3,0,0,0
-0.05,-0.12,-9.69,-0.1,0.1,-2.3,0,0,0
-0.05,-0.07,-9.69,-0.1,0.2,-2.1,0,0,0
-0.02,-0.03,-9.6,-0.1,0.1,-2.1,0,0,0
-0.05,-0.09,-9.64,-0.2,0.1,-2.1,0,0,0
-0.05,-0.09,-9.64,-0.2,0.1,-2.1,0,0,0
-0.04,-0.05,-9.66,-0.1,0.1,-2,0,0,0
-0.05,-0.09,-9.63,-0.1,0,-2,0,0,0
-0.09,-0.07,-9.64,-0.1,0.1,-2,0,0,0
-0.05,-0.09,-9.6,0.1,0.1,-2,0,0,0
-0.04,-0.09,-9.66,0.1,0.2,-2,0,0,0
-0.04,-0.09,-9.66,0.1,0.2,-2,0,0,0
-0.06,-0.07,-9.64,-0.1,0.2,-2.1,0,0,0
-0.06,-0.08,-9.59,0.1,0.2,-2.3,0,0,0
-0.04,-0.07,-9.65,-0.2,0.3,-2.2,0,0,0
-0.07,-0.06,-9.69,-0.2,0.3,-2.5,0,0,0
-0.06,-0.08,-9.66,-0.2,0.1,-2.6,0,0,0
-0.05,-0.05,-9.69,-0.2,0.2,-2.8,0,0,0
-0.03,-0.07,-9.65,-0.2,0.3,-2.9,0,0,0
-0.03,-0.07,-9.65,-0.2,0.3,-2.9,0,0,0
-0.08,-0.08,-9.59,-0.2,0.1,-2.8,0,0,0
-0.05,-0.04,-9.63,-0.2,0.1,-2.9,0,0,0
-0.04,-0.05,-9.68,-0.1,0.2,-2.9,0,0,0
-0.07,-0.07,-9.65,-0.1,0.1,-2.8,0,0,0
-0.07,-0.04,-9.7,0.1,0.1,-2.7,0,0,0
-0.03,-0.07,-9.67,-0.1,0.1,-2.7,0,0,0
-0.03,-0.07,-9.67,-0.1,0.1,-2.7,0,0,0
-0.02,-0.06,-9.63,0.1,0,-2.6,0,0,0
-0.04,-0.05,-9.64,0.1,0.1,-2.6,0,0,0
-0.08,-0.06,-9.68,0.1,0.1,-2.4,0,0,0
-0.07,-0.02,-9.63,0.3,-0.1,-2.3,0,0,0
-0.05,-0.05,-9.64,0.2,-0.2,-2.1,0,0,0
-0.06,-0.07,-9.72,0.2,-0.2,-1.9,0,0,0
-0.06,-0.1,-9.68,0.4,-0.1,-1.6,0,0,0
-0.07,-0.09,-9.68,0.2,-0.1,-1.6,0,0,0
-0.11,-0.08,-9.67,0.2,-0.1,-1.6,0,0,0
-0.06,-0.09,-9.69,0.1,0.1,-1.6,0,0,0
-0.06,-0.02,-9.67,0.1,0.1,-1.6,0,0,0
-0.05,-0.11,-9.66,-0.1,0,-1.7,0,0,0
-0.09,-0.05,-9.67,-0.2,0,-1.6,0,0,0
-0.07,-0.1,-9.72,-0.2,0.2,-1.8,0,0,0
-0.07,-0.1,-9.72,-0.2,0.2,-1.8,0,0,0
-0.05,-0.02,-9.64,-0.2,0.1,-1.6,0,0,0
-0.03,-0.05,-9.67,-0.2,0.2,-1.6,0,0,0
-0.04,-0.08,-9.68,-0.2,0.3,-1.4,0,0,0
-0.08,-0.04,-9.68,-0.2,0.4,-1.2,0,0,0
-0.06,-0.05,-9.66,-0.1,0.2,-1.2,0,0,0
-0.05,-0.06,-9.64,-0.2,0.3,-1,0,0,0
-0.05,-0.06,-9.64,-0.2,0.3,-1,0,0,0
0.08,-0.1,-9.73,-0.1,0.3,-1.4,0,0,0
0,-0.12,-9.68,-0.2,0.4,-2.1,0,0,0
0.06,-0.06,-9.66,-0.7,0.4,-2.5,0,0,0
0.01,-0.1,-9.66,-0.7,0.6,-3.1,0,0,0
0,-0.06,-9.68,-0.9,0.5,-3.8,0,0,0
0,-0.06,-9.68,-0.9,0.5,-3.8,0,0,0
-0.02,-0.06,-9.65,-0.8,0.7,-4.3,0,0,0
0,-0.08,-9.74,-0.9,0.7,-4.9,0,0,0
0.03,-0.04,-9.66,-0.9,0.8,-5.6,0,0,0
0.02,-0.05,-9.64,-1.1,0.8,-6.2,0,0,0
-0.01,0,-9.62,-1,0.8,-6.7,0,0,0
-0.06,-0.04,-9.62,-1,0.7,-7.9,0,0,0
-0.08,0,-9.63,-0.8,0.5,-8.8,0,0,0
-0.08,0,-9.63,-0.8,0.5,-8.8,0,0,0
-0.02,0,-9.7,-0.6,0.4,-9.5,0,0,0
-0.06,-0.03,-9.65,-0.5,0.5,-10.1,0,0,0
-0.05,-0.02,-9.69,-0.4,0.3,-10.6,0,0,0
-0.04,-0.04,-9.61,-0.4,0.4,-11.2,0,0,0
-0.07,0,-9.66,-0.2,0.2,-11.2,0,0,0
-0.05,-0.02,-9.65,0,0.2,-11.5,0,0,0
-0.04,-0.01,-9.59,0,0.1,-11.5,0,0,0
-0.04,-0.01,-9.59,0,0.1,-11.5,0,0,0.1
-0.03,-0.02,-9.68,0.2,-0.1,-11.7,0,0,0.1
-0.03,-0.06,-9.72,0.4,-0.2,-11.7,0,0,0.1
-0.06,-0.02,-9.63,0.5,-0.2,-11.9,0,0,0.1
-0.03,-0.05,-9.62,0.7,-0.3,-12.2,0,0,0.1
-0.01,0,-9.67,0.7,-0.2,-12.6,0,0,0.1
-0.01,-0.06,-9.65,0.7,-0.4,-12.9,0,0,0.1
-0.01,-0.06,-9.65,0.7,-0.4,-12.9,0,0,0.1
0.03,-0.09,-9.69,0.6,-0.3,-13.2,0,0,0.1
0.05,-0.08,-9.65,0.4,-0.2,-14,0,0,0.1
-0.07,-0.05,-9.64,0.4,-0.3,-14.3,0,0,0.1
0,-0.04,-9.69,0.3,-0.4,-14.3,0,0,0.1
0.01,-0.06,-9.72,0.5,-0.1,-14.7,0,0,0.1
0.04,-0.08,-9.68,0.5,-0.2,-15,0,0,0.1
0.04,-0.08,-9.68,0.5,-0.2,-15,0,0,0.1
-0.04,-0.08,-9.64,0.3,0.1,-15.2,0,0,0.1
-0.03,-0.08,-9.63,0.2,0,-15.7,0,0,0.1
-0.01,-0.06,-9.6,0.1,0,-16.1,0,0,0.1
-0.07,-0.05,-9.68,0.1,0.1,-16.4,0,0,0.1
-0.02,-0.03,-9.69,0.1,0.1,-16.5,0,0,0.1
-0.02,-0.03,-9.69,0.1,0.1,-16.5,0,0,0.1
-0.07,-0.03,-9.69,0.1,0.1,-16.3,0,0,0.1
-0.09,-0.02,-9.72,0.1,0.1,-16.1,0,0,0.1
