  0.000,  0.000
  0.008,  0.000
  0.010,  0.000
  0.024,  0.000
  0.052,  0.000
  0.053, -0.006
  0.002, -0.006
 -0.065,  0.000
 -0.093,  0.000
 -0.049,  0.000
  0.034, -0.006
  0.064, -0.006
  0.071, -0.071
  0.037, -0.263
 -0.002, -0.378
 -0.003, -0.385
  0.013, -0.417
 -0.011, -0.558
 -0.029, -0.667
 -0.015, -0.673
  0.021, -0.673
  0.015, -0.956
 -0.073, -1.687
 -0.165, -2.341
 -0.172, -2.597
 -0.098, -2.482
 -0.036, -2.456
  0.025, -2.469
  0.113, -2.636
 -0.032, -4.008
 -0.238, -5.419
 -0.142, -5.490
 -0.041, -5.503
  0.036, -5.791
 -0.113, -7.048
 -0.223, -7.888
 -0.160, -7.959
 -0.110, -7.959
 -0.070, -7.959
 -0.023, -7.965
  0.002, -8.312
 -0.077, -9.024
 -0.159, -9.780
 -0.205,-10.165
 -0.183,-10.172
 -0.183,-10.159
 -0.144, -9.864
 -0.063, -9.351
  0.018, -9.017
  0.035, -8.992
 -0.006, -9.370
 -0.111,-10.146
 -0.191,-10.678
 -0.203,-10.826
 -0.184,-10.826
 -0.181,-10.775
 -0.107,-10.383
 -0.016, -9.979
  0.039, -9.857
  0.023,-10.204
 -0.078,-11.095
 -0.142,-11.826
 -0.189,-12.307
 -0.158,-12.423
 -0.081,-12.423
  0.010,-12.577
 -0.037,-13.404
 -0.089,-14.353
 -0.117,-15.328
 -0.125,-16.175
 -0.112,-16.906
 -0.069,-17.515
 -0.042,-18.304
 -0.086,-19.497
 -0.116,-20.690
 -0.097,-21.427
 -0.179,-21.421
 -0.165,-21.164
 -0.185,-21.094
 -0.222,-21.010
 -0.123,-20.305
 -0.001,-19.657
  0.024,-19.516
  0.013,-19.740
 -0.066,-20.395
 -0.134,-21.068
 -0.191,-21.325
 -0.199,-21.017
 -0.219,-20.625
 -0.145,-19.824
 -0.104,-18.945
 -0.115,-18.163
 -0.138,-17.265
