  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000
  0.012,  0.012,  0.000,  0.000,  0.000,  0.001,  0.000
  0.013,  0.013,  0.000,  0.000,  0.000,  0.000,  0.000
  0.018,  0.018,  0.000,  0.000,  0.000,  0.006,  0.000
  0.008,  0.008,  0.000,  0.000,  0.000,  0.011,  0.000
 -0.002, -0.002,  0.000,  0.000,  0.000,  0.010,  0.000
 -0.009, -0.009,  0.000,  0.000,  0.000,  0.009,  0.000
 -0.011, -0.011,  0.000,  0.000,  0.000,  0.008,  0.000
 -0.014, -0.014,  0.000,  0.000,  0.000,  0.007,  0.000
 -0.017, -0.017,  0.000,  0.000,  0.000,  0.007,  0.000
 -0.024, -0.024,  0.000,  0.000,  0.000,  0.006,  0.000
 -0.029, -0.029,  0.000,  0.000,  0.000,  0.000,  0.000
 -0.033, -0.033,  0.000,  0.000,  0.000,  0.003,  0.000
 -0.047, -0.047,  0.000,  0.000,  0.000,  0.003,  0.000
 -0.050, -0.050,  0.000,  0.000,  0.000,  0.003,  0.000
 -0.061, -0.061,  0.000,  0.000,  0.000,  0.002,  0.000
 -0.081, -0.077,  0.000,  0.000,  0.001,  0.003,  0.000
 -0.103, -0.100,  0.000,  0.000,  0.001, -0.000,  0.000
 -0.126, -0.123,  0.000,  0.000,  0.001, -0.001,  0.000
 -0.136, -0.133,  0.000,  0.000,  0.001, -0.001,  0.000
 -0.142, -0.139,  0.000,  0.000,  0.001, -0.001,  0.000
 -0.134, -0.130,  0.000,  0.000,  0.001, -0.008,  0.000
 -0.123, -0.120,  0.000,  0.000,  0.001, -0.005,  0.000
 -0.114, -0.110,  0.000,  0.000,  0.001, -0.008,  0.000
 -0.115, -0.111,  0.000,  0.000,  0.001, -0.006,  0.000
 -0.118, -0.115,  0.000,  0.000,  0.001, -0.007,  0.000
 -0.119, -0.116,  0.000,  0.000,  0.001, -0.007,  0.000
 -0.113, -0.110,  0.000,  0.000,  0.001, -0.007,  0.000
 -0.124, -0.121,  0.000,  0.000,  0.001, -0.007,  0.000
 -0.128, -0.125,  0.000,  0.000,  0.001, -0.008,  0.000
 -0.125, -0.148, -0.001, -0.000,  0.004, -0.010, -0.000
 -0.144, -0.180, -0.001, -0.000,  0.009, -0.011, -0.000
 -0.149, -0.254, -0.004,  0.000, -0.014,  0.007, -0.000
 -0.153, -0.336, -0.008,  0.000, -0.019,  0.017, -0.000
 -0.159, -0.464, -0.013,  0.000, -0.004, -0.001, -0.001
 -0.151, -0.687, -0.022,  0.000,  0.009, -0.007, -0.001
 -0.150, -0.955, -0.033,  0.000,  0.001, -0.001, -0.001
 -0.158, -1.155, -0.041,  0.000, -0.011,  0.012, -0.001
 -0.161, -1.368, -0.050,  0.000, -0.020,  0.018, -0.001
 -0.168, -1.525, -0.056,  0.000,  0.006, -0.003, -0.000
 -0.188, -1.561, -0.057,  0.000,  0.010, -0.010,  0.000
 -0.194, -1.580, -0.058,  0.000,  0.013, -0.010, -0.000
 -0.184, -1.731, -0.064,  0.000,  0.008, -0.004, -0.001
 -0.178, -2.030, -0.077,  0.000, -0.009,  0.013, -0.001
 -0.174, -2.423, -0.093,  0.000, -0.016,  0.020, -0.002
 -0.158, -2.969, -0.117,  0.001, -0.025,  0.028, -0.003
 -0.151, -3.507, -0.139,  0.002, -0.025,  0.028, -0.002
 -0.158, -3.940, -0.157,  0.002, -0.026,  0.026, -0.002
 -0.171, -4.287, -0.171,  0.002, -0.021,  0.022, -0.001
 -0.171, -4.628, -0.185,  0.003, -0.019,  0.019, -0.001
 -0.169, -5.001, -0.200,  0.003, -0.018,  0.016, -0.002
 -0.166, -5.501, -0.221,  0.003,  0.004, -0.006, -0.002
 -0.164, -6.135, -0.248,  0.003,  0.009, -0.010, -0.002
 -0.164, -6.697, -0.271,  0.003,  0.005, -0.006, -0.003
 -0.171, -7.238, -0.293,  0.002,  0.024, -0.019, -0.002
 -0.176, -7.748, -0.314,  0.002,  0.025, -0.021, -0.002
 -0.170, -8.281, -0.337,  0.001,  0.023, -0.016, -0.002
 -0.163, -8.790, -0.358,  0.001,  0.026, -0.021, -0.002
 -0.178, -9.222, -0.375,  0.000,  0.009, -0.006, -0.002
 -0.189, -9.702, -0.395,  0.000, -0.001,  0.005, -0.002
 -0.195,-10.189, -0.415,  0.000, -0.004,  0.005, -0.002
 -0.193,-10.719, -0.437,  0.001, -0.011,  0.014, -0.002
 -0.185,-11.325, -0.462,  0.001, -0.028,  0.029, -0.003
 -0.170,-12.053, -0.493,  0.002, -0.013,  0.013, -0.003
 -0.174,-12.674, -0.519,  0.002, -0.003,  0.005, -0.002
 -0.180,-13.283, -0.544,  0.002,  0.000,  0.007, -0.003
 -0.185,-13.814, -0.566,  0.002,  0.010, -0.003, -0.002
 -0.187,-14.319, -0.586,  0.002,  0.006,  0.000, -0.002
 -0.188,-14.824, -0.607,  0.001,  0.030, -0.022, -0.002
 -0.197,-15.356, -0.629,  0.001,  0.016, -0.010, -0.002
 -0.193,-15.862, -0.650,  0.000,  0.020, -0.012, -0.002
 -0.192,-16.275, -0.667, -0.000,  0.024, -0.018, -0.001
 -0.196,-16.616, -0.681, -0.000,  0.028, -0.021, -0.001
 -0.195,-17.029, -0.699, -0.001,  0.024, -0.016, -0.002
 -0.184,-17.554, -0.721, -0.001,  0.008, -0.006, -0.002
 -0.183,-18.056, -0.742, -0.001,  0.001,  0.001, -0.002
 -0.188,-18.498, -0.760, -0.001, -0.001,  0.010, -0.002
 -0.186,-18.909, -0.777, -0.001, -0.018,  0.023, -0.001
 -0.184,-19.318, -0.794, -0.001, -0.010,  0.023, -0.002
 -0.181,-19.761, -0.812, -0.001,  0.004,  0.011, -0.002
 -0.208,-20.084, -0.825, -0.001, -0.001,  0.031, -0.001
 -0.237,-20.193, -0.828, -0.001, -0.033,  0.055, -0.000
 -0.256,-20.283, -0.831, -0.001, -0.053,  0.067, -0.001
 -0.258,-20.564, -0.843,  0.000, -0.074,  0.094, -0.001
 -0.256,-20.888, -0.856,  0.001, -0.114,  0.131, -0.002
